text,true_label,predicted_label,response,correct
you will not share your password .,0,0,No,True
"you agree to our data practices , including the collection , use , processing , and sharing of your information as described in our privacy policy , as well as the transfer and processing of your information to the united states and other countries globally where we have or use facilities , service providers , or partners , regardless of where you use our services .",0,0,No,True
"crowdtangle , inc. -lrb- `` crowdtangle , '' `` we '' or `` us '' -rrb- is a social analytic platform that helps publishers and media companies surface stories that matter , measure their social performance and identify influencers .",0,0,No,True
"should onavo become aware that you have violated section 4.2 above , onavo shall be entitled , at its own discretion , to remove the content in violation immediately , terminate your user account under section 9 below and/or notify the relevant authorities .",1,1,Yes,True
"we may take any of these actions at any time , and when we do , we will try to notify you beforehand , but this wo n't always be possible .",1,1,Yes,True
"vivino shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond vivino 's reasonable control , including , without limitation , mechanical , electronic or communications failure or degradation -lrb- including `` line-noise '' interference -rrb- .",1,0,No,False
"microsoft does not consider or accept unsolicited proposals or ideas , including without limitation ideas for new products , technologies , promotions , product names , product feedback and product improvements -lrb- `` unsolicited feedback '' -rrb- .",0,0,No,True
cancellation is effective at the end of the applicable monthly period .,0,0,No,True
"rovio reserves the right , at its discretion , to change , modify , add or remove portions of this eula by posting the updated eula on rovio 's website .",1,1,Yes,True
"with the exception of any acts or omissions of willful misconduct , any indemnification obligations hereunder , and any claim of breach of the confidentiality obligations set forth herein , to the maximum extent permitted by applicable law , crowdtangle parties disclaims all liability , whether based on warranty , contract , tort -lrb- including but not limited to negligence , gross negligence or willful misconduct -rrb- , product liability , strict liability , statutory liability , breach of a fundamental term , fundamental breach , or any other legal theory , for any loss or damages of any kind -lrb- including , without limitation any -lrb- i -rrb- direct , indirect , special , consequential , exemplary or punitive loss or damage , -lrb- ii -rrb- lost profits or savings , -lrb- iii -rrb- business interruption , -lrb- iv -rrb- loss of programs or data -lrb- including any content -rrb- , -lrb- v -rrb- lost revenue or failure to realize expected savings , -lrb- vi -rrb- loss of use , -lrb- vii -rrb- personal injury , -lrb- viii -rrb- fines , fees , penalties , or -lrb- vi -rrb- any other losses or damages whether or not crowdtangle is advised of the possibility of such damages , resulting from the use of , or the inability to make use of , the services .",1,1,Yes,True
linden lab further reserves the right to terminate usage subscriptions and/or virtual goods and services for cause immediately at its sole discretion without advance notice or liability .,1,1,Yes,True
spotify respects intellectual property rights and expects you to do the same .,0,0,No,True
"we may also remove or refuse to distribute any content on the services , suspend or terminate users , and reclaim usernames without liability to you .",1,1,Yes,True
-lrb- ii -rrb- your failure to make additional arrangements to access emergency services in accordance with paragraph 5.5 above ;,1,0,No,False
"other than for the types of liability we can not limit by law -lrb- as described in this section -rrb- , we limit our liability to you to the greater of $ 20 usd or 100 % of any amount you 've paid under your current service plan with dropbox .",1,0,No,False
"if viber believes , in its sole discretion , that a violation of these terms has occurred , it may edit or modify any submission , posting or emails , remove the material permanently , cancel postings , warn users , suspend users and passwords , terminate accounts , or take other corrective action it deems appropriate .",1,1,Yes,True
cost of procurement of substitue goods or services .,1,0,No,False
"you also acknowledge that a variety of evernote actions may impair or prevent you from accessing your content or using the service at certain times and/or in the same way , for limited periods or permanently , and agree that evernote has no responsibility or liability as a result of any such actions or results , including , without limitation , for the deletion of , or failure to make available to you , any content .",1,0,No,False
"the tripadvisor media group companies are not liable for the acts , errors , omissions , representations , warranties , breaches or negligence of any such suppliers or for any personal injuries , death , property damage , or other damages or expenses resulting therefrom .",1,0,No,False
"in no event will fitbit 's total liability arising out of or in connection with these terms or from the use of or inability to use the fitbit service exceed the amounts you have paid to fitbit for use of the fitbit service or one hundred dollars -lrb- $ 100 -rrb- , if you have not had any payment obligations to fitbit , as applicable .",1,1,Yes,True
choice of law and forum .,0,0,No,True
"you must comply with all domestic and international export laws and regulations that apply to the software and/or services , which include restrictions on destinations , end users , and end use .",0,0,No,True
"you and ebay each agree that any and all disputes or claims that have arisen , or may arise , between you and ebay -lrb- including any disputes or claims between you and a third-party agent of ebay -rrb- that relate in any way to or arise out of this or previous versions of the user agreement , your use of or access to ebay 's services , the actions of ebay or its agents , or any products or services sold , offered , or purchased through ebay 's services shall be resolved exclusively through final and binding arbitration , rather than in court .",1,1,Yes,True
"in particular , and without limitation , truecaller shall have no liability for any information stored or processed within the services , including the costs of recovering such information .",1,1,Yes,True
"your continued use of the service now , or following the posting of notice of any changes in this agreement , will constitute a binding acceptance by you of this agreement , or any subsequent modifications .",1,1,Yes,True
we collect certain data about you as a result of you using our service .,0,0,No,True
"tripadvisor and some of its affiliates act as marketplaces to allow travelers to enter into vacation rental agreements or rental transactions with property owners and managers -lrb- each , an `` advertiser '' -rrb- .",0,0,No,True
"you agree to our terms of service -lrb- `` terms '' -rrb- by installing , accessing , or using our apps , services , features , software , or website -lrb- together , `` services '' -rrb- .",1,0,No,False
-lrb- 6 -rrb- use bots or other automated techniques to collect information from world of warcraft or any forum or website owned or administered by blizzard entertainment ;,0,0,No,True
we will act promptly to any indications of user content that is in breach of these terms .,0,0,No,True
"neither academia.edu nor any other person or entity involved in creating , producing , or delivering the site , services or collective content will be liable for any incidental , special , exemplary or consequential damages , or lost profits , loss of data or loss of goodwill , service interruption , computer damage or system failure or the cost of substitute products or services , or for any damages for personal or bodily injury or emotional distress arising out of or in connection with these terms or from the use of or inability to use the site , services or collective content , or from any communications , interactions or meetings with other users of the site or services or other persons with whom you communicate or interact as a result of your use of the site or services , whether based on warranty , contract , tort -lrb- including negligence -rrb- , product liability or any other legal theory , whether or not academia.edu has been informed of the possibility of such damage , and whether or not foreseeable , even if a limited remedy set forth herein is found to have failed of its essential purpose .",1,1,Yes,True
"all title , ownership rights and intellectual property rights in and to world of warcraft -lrb- including without limitation any user accounts , titles , computer code , themes , objects , characters , character names , stories , dialogue , catch phrases , locations , concepts , artwork , animations , sounds , musical compositions , audio-visual effects , methods of operation , moral rights , any related documentation , `` applets '' incorporated into world of warcraft , transcripts of the chat rooms , character profile information , recordings of games played on world of warcraft , and the world of warcraft client and server software -rrb- are owned by blizzard entertainment or its licensors .",0,0,No,True
third party copyrights and other rights,0,0,No,True
"in no event will academia.edu 's aggregate liability arising out of or in connection with these terms or from the use of or inability to use the site , services or collective content exceed the greater of fifty dollars -lrb- $ 50 -rrb- and subscription fees paid by you during the 12 month period before the act giving rise to the liability .",1,0,No,False
you may not use any meta tags or any other `` hidden text '' utilizing amazon 's name or trademarks without the express written consent of amazon .,0,0,No,True
"when an item is returned , to refund the buyer , you -lrb- as seller -rrb- authorize ebay to request that paypal remove the refund amount -lrb- in same or other currency -rrb- from your paypal account , place the amount on your invoice , and/or charge your payment method on file .",0,0,No,True
without limiting the liability under article xvii .1 .,1,0,No,False
deliveroo is a business where the food is prepared by independent restaurants -lrb- our `` partner restaurants '' -rrb- and delivered by us .,0,0,No,True
"1.5 the service is subject to scheduled and unscheduled service interruptions and loss of server data , which you do not own and for which you will not hold us liable .",1,0,No,False
"if there is a dispute about whether this arbitration agreement can be enforced or applies to our dispute , you and airbnb agree that the arbitrator will decide that issue .",0,0,No,True
the odr-platform is accessible via https://ec.europa.eu/consumers/odr/ .,0,0,No,True
"skyscanner has no responsibility whatsoever for any arrangements you make with any third party as a result of your use of the skyscanner services and/or skyscanner platforms -lrb- including , without limitation , any travel provider -rrb- .",1,0,No,False
"9gag , inc reserves the right to remove any subscriber content from the site , suspend or terminate subscriber 's right to use the services at any time , or pursue any other remedy or relief available to 9gag , inc and/or the site under equity or law , for any reason -lrb- including , but not limited to , upon receipt of claims or allegations from third parties or authorities relating to such subscriber content or if 9gag , inc is concerned that subscriber may have breached the immediately preceding sentence -rrb- , or for no reason at all .",1,1,Yes,True
"in the event that you encounter any problems with any booking you make or attempt to make via skyscanner , you acknowledge that you should resolve that issue with the relevant travel provider and that your sole remedy in such circumstances , including any refund , lies with the relevant travel provider and not with skyscanner .",0,0,No,True
"no agency , partnership , joint venture , employee-employer or franchiser-franchisee relationship is intended or created by this user agreement .",0,0,No,True
"academia.edu reserves the right , at its sole discretion , to modify the site , services and these terms , at any time and without prior notice .",1,1,Yes,True
we do not assume any liability for any content posted by you or any other 3rd party users of our website .,1,0,No,False
"if at any point any applicable sales use , vat , gst , excise , withholding or similar taxes or levies , whether domestic or foreign , exist , the member is liable for them .",0,0,No,True
"if you are a whatsapp user located in the united states or canada , the `` special arbitration provision for united states or canada users '' section below applies to you .",1,0,No,False
"we both agree that all of these claims can only be litigated in the federal or state courts in santa clara county , california , usa , and we each agree to personal jurisdiction in those courts .",1,0,No,False
a physical or electronic signature of a person authorized to act on behalf of the owner of the copyright that has been allegedly infringed .,0,0,No,True
"should it prove defective , you assume the entire cost of all necessary servicing or repair .",0,0,No,True
"if you do n't sign in during this time , we will assume your microsoft account is inactive and will close it for you .",0,0,No,True
"you and yahoo each agree that the tos and the relationship between the parties shall be governed by the laws of the state of california without regard to its conflict of law provisions and that any and all claims , causes of action or disputes -lrb- regardless of theory -rrb- arising out of or relating to the tos , or the relationship between you and yahoo , shall be brought exclusively in the courts located in the county of santa clara , california or the u.s. district court for the northern district of california .",1,1,Yes,True
"if you have any basis for recovering damages -lrb- including breach of these terms -rrb- , you agree that your exclusive remedy is to recover , from microsoft or any affiliates , resellers , distributors , third-party apps and services providers , and vendors , direct damages up to an amount equal to your services fee for the month during which the breach occurred -lrb- or up to $ 10.00 if the services are free -rrb- .",1,0,No,False
"12.6 subject to paragraphs 12.3 - 12.5 above , skype 's total liability to you under or in connection with these terms -lrb- whether in contract , tort -lrb- including negligence -rrb- or any other theory of liability -rrb- -rrb- shall not exceed in aggregate the amount paid by you for the products in the 12 month period immediately prior to the date of the event giving rise to the relevant claim , subject to a maximum of five thousand euros in all cases .",1,1,Yes,True
limit your access to or use of the airbnb platform ;,1,0,No,False
your continued use of the services will confirm your acceptance of the revised terms .,1,0,No,False
"apart from that , if you are united states resident , these terms and our relationship will be governed by california law , except for its conflicts of laws principles .",1,0,No,False
"if you violate these terms , or any of our other terms that apply to you , we may take action against you , up to and including permanently suspending your account in addition , you may be breaking the law , including violations of zynga 's intellectual property rights .",1,1,Yes,True
"for all others , including those who live outside of the united states , you agree that the laws of the state of california , u.s.a. , excluding its conflict of laws rules , shall exclusively govern any dispute relating to this contract and/or the services .",1,1,Yes,True
"we reserve the right , in our absolute discretion , to modify or terminate any free trial offer , your access to the premium services during the free trial , or any of these terms without notice and with no liability .",1,1,Yes,True
"however , we do reserve the right , and have absolute discretion , to remove , screen or edit user content at any time and for any reason .",1,1,Yes,True
"h. you agree not to use or launch any automated system -lrb- including , without limitation , any robot , spider or offline reader -rrb- that accesses the service in a manner that sends more request messages to the youtube servers in a given period of time than a human can reasonably produce in the same period by using a publicly available , standard -lrb- i.e. not modified -rrb- web browser ;",0,0,No,True
"in all cases , google , and its suppliers and distributors , will not be liable for any loss or damage that is not reasonably foreseeable .",1,1,Yes,True
the specific information that we extract may depend on the privacy settings you have with the sns .,0,0,No,True
"academia.edu reserves the right to revoke your access to and use of the site , services and collective content at any time , with or without cause .",1,1,Yes,True
"we may delete any content , in whole or in part , that in our sole judgment violates this agreement or may harm the reputation of the service .",1,1,Yes,True
in no event shall our total liability to you for all damages -lrb- other than as may be required by applicable law in cases involving personal injury -rrb- exceed the amount of fifty dollars -lrb- $ 50.00 -rrb- .,1,0,No,False
"further , you agree that all terminations , limitations of access and suspensions for cause shall be made in yahoo 's sole discretion and that yahoo shall not be liable to you or any third party for any termination of your account , any associated email address , or access to the yahoo services .",1,1,Yes,True
children under thirteen -lrb- 13 -rrb- years of age are allowed to participate in contests .,0,0,No,True
"if , despite our policy , you choose to send us content , information , ideas , suggestions , or other materials , you further agree that instagram is free to use any such content , information , ideas , suggestions or other materials , for any purposes whatsoever , including , without limitation , developing and marketing products and services , without any liability or payment of any kind to you .",0,0,No,True
"if a dispute arises between you and supercell , we strongly encourage you to first contact us directly to seek a resolution by going to our customer support site at https://support.supercell.com/ .",0,0,No,True
"i below -rrb- ; or -lrb- ii -rrb- in response to complaints from other users or licensors of any company content , with or without notice and without any liability to you .",1,0,No,False
a target character 's guild affiliation will not transfer to a target server .,0,0,No,True
"upon your acceptance of these terms and submission of your order , you hereby agree that linden lab or an applicable payment service provider -lrb- collectively , for purposes of this section 4.3 , `` we '' -rrb- have the right to automatically charge your credit card or debit your account -lrb- or other payment method -rrb- for the applicable fees or charges , plus any applicable taxes that we are required to collect , and you authorize us to do so .",0,1,Yes,False
we may terminate your account if you repeatedly infringe the intellectual property rights of others .,1,1,Yes,True
"you agree to abide by all messages and signs pertaining to proprietary rights , such as -- copyright mark -lsb- © -rsb- or trademark -lsb- ® or ™ -rsb- accompanying the content .",0,0,No,True
"without limiting the foregoing , yahoo and its designees shall have the right to remove any content that violates the tos or is otherwise objectionable .",1,1,Yes,True
truecaller hereby reserves the right in its absolute discretion to remove any user generated content from the services .,1,1,Yes,True
"by using the services or agreeing to these terms , you consent to microsoft 's collection , use and disclosure of your content and data as described in the privacy statement .",1,0,No,False
"to the extent permitted under law -lrb- and unless linkedin has entered into a separate written agreement that overrides this contract -rrb- , linkedin and its affiliates -lrb- and those that linkedin works with to provide the services -rrb- shall not be liable to you or others for any indirect , incidental , special , consequential or punitive damages , or any loss of data , opportunities , reputation , profits or revenues , related to the services -lrb- e.g. offensive or defamatory statements , down time or loss , use of , or changes to , your information or content -rrb- .",1,1,Yes,True
such copyright protected content can not be reproduced without skype 's express permission .,0,0,No,True
"any dispute arising from or in connection with this agreement shall be submitted to the china international economic and trade arbitration commission -lrb- cietac -rrb- for arbitration in beijing which shall be conducted in accordance with cietac 's arbitration rules in effect at the time of applying for arbitration , provided that this section shall not be construed to limit any rights which airbnb may have to apply to any court of competent jurisdiction for an order requiring you to perform or be prohibited from performing certain acts and other provisional relief permitted under china laws or any other laws that may apply to you .",1,1,Yes,True
"each individual advertiser is solely responsible for the content of its advertising material and skyscanner accepts no responsibility for the content of advertising material , including , without limitation , any error , omission or inaccuracy therein .",1,0,No,False
"for applications you download from the windows store : -lrb- a -rrb- you may install and use the application on a windows device or devices that are affiliated with the microsoft account that you use to access the windows store ; and -lrb- b -rrb- the device limit for the application is displayed in the store or , for some applications downloaded on the xbox console , in our usage rules .",0,0,No,True
"except as otherwise described in the service 's privacy policy , available at http://instagram.com/legal/privacy/ , as between you and instagram , any content will be non-confidential and non-proprietary and we will not be liable for any use or disclosure of content .",1,0,No,False
"we will reimburse those fees for claims totaling less than $ 10,000 unless the arbitrator determines the claims are frivolous .",0,0,No,True
"by using those features , you agree to these terms and the google maps terms available at http://www.google.com/intl/en_all/help/terms_maps.html .",1,0,No,False
"blizzard entertainment reserves the right to terminate this agreement as follows : if you fail to comply with any terms contained in this agreement , blizzard entertainment will provide you with a warning of your non-compliance .",1,1,Yes,True
"or , you can write to us at :",0,1,Yes,False
your right to use such services is subject to those specific policies and these terms of service .,0,0,No,True
"in such cases , spotify will make such content available to you unmodified .",0,0,No,True
"skype may at its option , terminate its relationship with you , or may suspend your subscription immediately if it determines you are using your subscription contrary to this fup or skype 's terms of use .",1,1,Yes,True
"you acknowledge that yahoo may or may not pre-screen content , but that yahoo and its designees shall have the right -lrb- but not the obligation -rrb- in their sole discretion to pre-screen , refuse , or remove any content that is available via the yahoo services .",1,1,Yes,True
click here to see a non-exhaustive list of amazon trademarks .,0,0,No,True
all disputes or claims arising out of or relating to these terms of use shall be subject to the exclusive jurisdiction of the english courts to which the parties irrevocably submit .,1,1,Yes,True
"notice about the h. 264/avc , mpeg-4 visual , and vc-1 video standards .",0,0,No,True
-lrb- f -rrb- any other commercial damages or losses,1,0,No,False
solicit or attempt to solicit login information or any other login credentials or personal information from other users of the service or any supercell game .,0,0,No,True
"during the call , charges incurred will be deducted automatically from the viber credit balance in your user account .",0,0,No,True
"15.5 in addition , airbnb may take any of the following measures -lrb- i -rrb- to comply with applicable law , or the order or request of a court , law enforcement or other administrative agency or governmental body , or if -lrb- ii -rrb- you have breached these terms , the payments terms , our policies or standards , applicable laws , regulations , or third party rights , -lrb- iii -rrb- you have provided inaccurate , fraudulent , outdated or incomplete information during the airbnb account registration , listing process or thereafter , -lrb- iv -rrb- you and/or your listings or host services at any time fail to meet any applicable quality or eligibility criteria , -lrb- v -rrb- you have repeatedly received poor ratings or reviews or airbnb otherwise becomes aware of or has received complaints about your performance or conduct , -lrb- vi -rrb- you have repeatedly cancelled confirmed bookings or failed to respond to booking requests without a valid reason , or -lrb- vii -rrb- airbnb believes in good faith that such action is reasonably necessary to protect the personal safety or property of airbnb , its members , or third parties , or to prevent fraud or other illegal activity :",1,1,Yes,True
"yahoo reserves the right at any time and from time to time to modify or discontinue , temporarily or permanently , the yahoo services -lrb- or any part thereof -rrb- with or without notice .",1,1,Yes,True
duolingo shall have no liability to you or any third party in the event that duolingo exercises any such rights .,1,0,No,False
"these terms of use are governed by and construed in accordance with the laws of the state of california , without giving effect to any principles of conflicts of law and will specifically not be governed by the united nations conventions on contracts for the international sale of goods , if otherwise applicable .",1,0,No,False
you may also be required to update the software to continue using the services .,0,0,No,True
"bulgaria , hungary , germany must be 18 or older , or be 14 or older and have parent or guardian consent .",0,0,No,True
"by uploading photos/images onto our system -lrb- for instance in addition to a review -rrb- you certify , warrant and agree that you own the copyright to the photos/images and that you agree that booking.com may use the uploaded photos/images on its -lrb- mobile -rrb- website and app , and in -lrb- online/offline -rrb- promotional materials and publications and as booking.com at its discretion sees fit .",0,0,No,True
"if applicable law prohibits a one-year limitation period for asserting claims , any claim must be asserted within the shortest time period permitted by applicable law .",0,0,No,True
"oculus has no responsibility or liability for user content made available through the services , and we have no obligation to screen , edit or monitor such content .",1,1,Yes,True
"if you do not agree to this contract -lrb- `` contract '' or `` user agreement '' -rrb- , do not click `` join now '' -lrb- or similar -rrb- and do not access or otherwise use any of our services .",0,0,No,True
previous users or trial users of the products do not qualify as new users .,0,0,No,True
"also , instagram reserves the right to remove any content from the service for any reason , without prior notice .",1,1,Yes,True
we can each end this contract anytime we want .,1,0,No,False
these terms remain effective from the date of acceptance until terminated by you or skype in accordance with paragraph 11 .,0,0,No,True
"further , unless both you and academia.edu otherwise agree in writing , the arbitrator may not consolidate more than one person 's claims , and may not otherwise preside over any form of any class or representative proceeding .",0,0,No,True
use of the services by subscriber following such modification constitutes subscriber 's acceptance of the terms and conditions of this agreement as modified .,1,0,No,False
"1.2 your legal agreement with youtube is made up of -lrb- a -rrb- the terms and conditions set out in this document , -lrb- b -rrb- youtube 's privacy policy -lrb- https://www.youtube.co.uk/t/privacy -rrb- and -lrb- c -rrb- youtube 's community guidelines -lrb- https://www.youtube.co.uk/t/community_guidelines -rrb- -lrb- collectively called the `` terms '' -rrb- .",0,0,No,True
the following terms -lrb- `` software terms '' -rrb- apply to any software -lrb- including any updates or upgrades to the software -rrb- and any related documentation we make available to you in connection with amazon services -lrb- the `` amazon software '' -rrb- .,0,0,No,True
you may not assign or transfer these terms in whole or in part without uber 's prior written approval .,0,0,No,True
"in addition , we will not be liable for :",1,0,No,False
"in order to assist blizzard entertainment to police users who may use `` hacks , '' or `` cheats '' to gain an advantage over other players , you acknowledge that blizzard entertainment shall have the right to obtain certain information from your computer and its component parts , including your computer 's random access memory , video card , central processing unit , and storage devices .",0,0,No,True
"these terms contain a binding arbitration agreement and class action waiver , which state that you and onavo agree to resolve certain disputes through binding individual arbitration and give up any right to have those disputes decided by a judge or jury .",1,0,No,False
please be sure to state that you are requesting a copy of the particular communication .,0,0,No,True
"class arbitrations , class actions , private attorney general actions , and consolidation with other arbitrations are not allowed under our agreement .",0,0,No,True
the third party products or services may be subject to the third party provider 's own terms and privacy policy that you may have to accept upon download or installation .,0,0,No,True
this arbitration agreement will survive the termination of your relationship with instagram .,0,1,Yes,False
your continued use of the service after the date the modified terms are posted will constitute your acceptance of the modified terms .,1,0,No,False
"in order to use most aspects of the services , youmust register for and maintain an active personal user services account -lrb- `` account '' -rrb- .",0,0,No,True
"if blizzard entertainment finds such a label to be offensive or improper , it may , in its sole and absolute discretion , change the name , remove the label and corresponding chat room , and/or suspend or terminate your use of world of warcraft .",1,0,No,False
"we reserve the right to make changes to our site , policies , service terms , and these conditions of use at any time .",1,1,Yes,True
the federal arbitration act and federal arbitration law apply to this agreement .,0,0,No,True
"amazon reserves the right -lrb- but not the obligation -rrb- to remove or edit such content , but does not regularly review posted content .",1,0,No,False
"you can lose your user name and persona in the service as a result of account termination or limitation , as well as any benefits , privileges , earned items and purchased items associated with your use of the service , and supercell is under no obligation to compensate you for any such losses or results .",1,0,No,False
"effective date : august 1 , 2017",0,0,No,True
"whilst skype takes no responsibility for such products or services , if you encounter any problems with payment for or download , use of installation of such products or services , skype will use commercially reasonable endeavours to assist or resolve the problems .",1,0,No,False
learn how to submit a notice to ebay .,0,0,No,True
"remember , at the outset of these terms of use , where we discussed how you were `` licensed '' the right to use world of warcraft , and that your license was `` limited '' ?",0,0,No,True
"you hereby consent to the exclusive jurisdiction and venue of courts in massachusetts , usa and stipulate to the fairness and convenience of proceedings in such courts for all disputes arising out of or relating to the use of this website .",1,1,Yes,True
"if your account is seen to be dormant -lrb- showing no transactions -rrb- for 18 months or more , we reserve the right to terminate your account .",1,0,No,False
"if you are paying a reservation by credit card or debit card processed by enett international -lrb- uk -rrb- limited , the transaction shall be governed by the laws of england and wales , to the extent permitted by applicable laws .",1,0,No,False
you acknowledge that spotify 's decision in respect of any reward shall be final and binding .,0,0,No,True
"use , reproduction , modification , distribution or storage of any content for other than personal , non-commercial use is expressly prohibited without prior written permission from vivino , or from the copyright holder identified in such content 's copyright notice , as applicable .",0,0,No,True
"you understand and agree that your express acceptance of the terms or your use of the software , products and/or skype websites after the date of publication shall constitute your agreement to the updated terms .",1,0,No,False
6 information about online dispute resolution and alternative dispute resolution for consumers,0,0,No,True
"as a condition of submitting any ratings , reviews , information , data , text , photographs , audio clips , audiovisual works , translations , flashcards or other materials on the services -lrb- `` content '' -rrb- , you hereby grant to duolingo a royalty free , perpetual , irrevocable , worldwide , nonexclusive , transferable , and sublicensable license to use , reproduce , copy , adapt , modify , merge , distribute , publicly display , create derivative works from , incorporate such content into other works ; sublicense through multiple tiers the content , and acknowledge that this license can not be terminated by you once your content is submitted to the services .",0,0,No,True
"you agree that regardless of any statute or law to the contrary or the applicable dispute resolution process , any claim or cause of action you may have arising out of or related to use of the service or otherwise under these must be filed within one -lrb- 1 -rrb- year after such claim or cause of action arose or you hereby agree to be forever barred from bringing such claim .",1,1,Yes,True
"betterpoints.uk aims to fully comply with the governing law but is not responsible in the event of any misuse of funds , loss of funds , money laundering or any other form of misdemeanour , misuse or error to do with the transfer of funds to causes .",0,0,No,True
"by accessing or using any part of the service , you represent that you have read , understood , and agree to be bound by these terms and conditions including any future modifications .",1,1,Yes,True
"`` gnuplot '' software used in certain microsoft website servers is copyright © 1986-1993 thomas williams , colin kelley .",0,0,No,True
"ranking , preferred programme , stars and guest reviews",0,0,No,True
you can choose whether or not to accept the new charges prior to completing your next purchase of the applicable product .,0,0,No,True
"except to the extent permitted by law , you may not perform , attempt to perform , or encourage or assist others in performing any of the following while accessing or using the fitbit service : -lrb- 1 -rrb- use , display , mirror , or frame the fitbit service or any individual element within the fitbit service , including the layout and design of any page , without fitbit 's express written consent ; -lrb- 2 -rrb- use fitbit 's name , any fitbit trademark or logo , or any fitbit proprietary information without fitbit 's express written consent ; -lrb- 3 -rrb- access or tamper with non-public areas of the fitbit service , fitbit 's computer systems , or the technical delivery systems of fitbit 's providers ; -lrb- 4 -rrb- test the vulnerability of any fitbit system or breach any security or authentication measures ; -lrb- 5 -rrb- circumvent any technological measure implemented by fitbit or any of fitbit 's providers or any other third party -lrb- including another user -rrb- to protect the fitbit service ; -lrb- 6 -rrb- access the fitbit service or fitbit content through the use of any mechanism other than through the use of an authorized connection , fitbit service , or fitbit api ; or -lrb- 7 -rrb- modify , decompile , disassemble , reverse engineer , tamper with , or otherwise attempt to derive the source code of any software that fitbit provides to you or any other part of the fitbit service .",0,0,No,True
fitbit is not liable for any loss or damages caused by your failure to maintain the confidentiality of your account credentials .,0,0,No,True
your right to terminate this agreement at any time remains unaffected .,0,0,No,True
"prices , crossed-out rates and best price guarantee",0,0,No,True
"to the extent permitted by the applicable law , payments are non-refundable and we do not provide refunds or credits for any partial-month membership periods or unwatched netflix content .",0,0,No,True
"you agree that yahoo may , without prior notice , immediately terminate , limit your access to or suspend your yahoo account , any associated email address , and access to the yahoo services .",1,1,Yes,True
"to the fullest extent permitted by law , crowdtangle disclaims all warranties , representations and conditions of any kind with respect to the services whether express , implied or collateral , including , without limitation , the implied warranties and conditions of merchantability , fitness for a particular purpose or that the services are or will be secure , complete or free of errors , viruses , bugs , problems or other limitations or will operate without interruption .",0,0,No,True
"by using the service , you acknowledge , accept and agree with all provisions of the privacy policy , including , without limitation , the use and treatment of the text , images , and other data you choose to input , upload , or store in evernote -lrb- collectively , `` content '' -rrb- and your personal information in accordance with such privacy policy .",1,0,No,False
"we are always working on adding additional features to our services , and because of that , and also since sometimes applicable laws change , we may revise and reissue these terms occasionally , by posting updated terms at / viber-terms-use .",1,1,Yes,True
"to demonstrate our commitment to your privacy , we designed our privacy policy to make important disclosures about our practices concerning how we collect , use and share your information .",0,0,No,True
"by accessing our site or by using our service , you indicate that you accept these terms of use and that you agree to abide by them .",1,0,No,False
"in the event of a dispute about the contents or interpretation of these terms and conditions or inconsistency or discrepancy between the english version and any other language version of these terms and conditions , the english language version to the extent permitted by law shall apply , prevail and be conclusive .",0,1,Yes,False
"you expressly understand and agree that yahoo and its subsidiaries , affiliates , officers , employees , agents , partners and licensors shall not be liable to you for any punitive , indirect , incidental , special , consequential or exemplary damages , including , but not limited to , damages for loss of profits , goodwill , use , data or other intangible losses -lrb- even if yahoo has been advised of the possibility of such damages -rrb- , resulting from : -lrb- a -rrb- the use or the inability to use the yahoo service ; -lrb- b -rrb- the cost of procurement of substitute goods and services ; -lrb- c -rrb- unauthorized access to or alteration of your transmissions or data ; -lrb- d -rrb- statements or conduct of any third party on the yahoo service ; or -lrb- e -rrb- any other matter relating to the yahoo service .",1,1,Yes,True
5.4 we may terminate your accounts upon a general suspension or discontinuation of the service .,1,1,Yes,True
accounts of users may be terminated immediately in the event of any unauthorized posting of pre-release sr samples .,1,0,No,False
"by way of example , and not as a limitation , you shall not -lrb- and shall not permit any third party to -rrb- either -lrb- a -rrb- take any action or -lrb- b -rrb- upload , download , post , submit or otherwise distribute or facilitate distribution of any content on or through the service , including without limitation any user submission , that :",0,1,Yes,False
"limitations on your right to use world of warcraft may include , but not necessarily be limited to , the following :",0,0,No,True
"any dispute arising from or relating to the subject matter of these terms of use shall be finally settled by arbitration in new york county , new york , using the english language in accordance with the arbitration rules and procedures of jams then in effect , by one commercial arbitrator with substantial experience in resolving intellectual property and commercial contract disputes , who shall be selected from the appropriate list of jams arbitrators in accordance with the arbitration rules and procedures of jams .",1,1,Yes,True
"for more information , see www.adr.org or call 1-800-778-7879 .",0,0,No,True
there are no refunds or other credits for gift subscription that are not redeemed .,0,0,No,True
"i. is illegal , threatening , defamatory , abusive , harassing , degrading , intimidating , fraudulent , deceptive , invasive , racist , or contains any type of suggestive , inappropriate , or explicit language ;",0,0,No,True
"our right to amend the user agreement includes the right to modify , add to , or remove terms in the user agreement .",1,0,No,False
"• you fail to send your buyer a return shipping label and , instead , an ebay-generated shipping label is used ; and/or",0,0,No,True
"intentionally or unintentionally violate any applicable local , state , national or international law , including , but not limited to , regulations promulgated by the u.s. securities and exchange commission , any rules of any national or other securities exchange , including , without limitation , the new york stock exchange , the american stock exchange , or the nasdaq , and any regulations having the force of law ;",0,0,No,True
it is our policy to terminate privileges of any user who repeatedly infringes the copyright rights of others upon receipt of proper notification to us by the copyright owner or the copyright owner 's legal agent .,1,0,No,False
